"player_name" "overall_rating" "potential" "crossing" "finishing" "heading_accuracy" "short_passing" "volleys" "dribbling" "curve" "free_kick_accuracy" "long_passing" "ball_control" "acceleration" "sprint_speed" "agility" "reactions" "balance" "shot_power" "jumping" "stamina" "strength" "long_shots" "aggression" "interceptions" "positioning" "vision" "penalties" "marking" "standing_tackle" "sliding_tackle" "gk_reflexes"
"1" "Aaron Appindangoye" 63.6 67.6 48.6 43.6 70.6 60.6 43.6 50.6 44.6 38.6 63.6 48.6 60 64 59 46.6 65 54.6 58 54 76 34.6 65.8 52.2 44.6 53.6 47.6 63.8 66 67.8 7.6
"2" "Aaron Cresswell" 66.969696969697 74.4848484848485 70.7878787878788 49.4545454545455 52.9393939393939 62.2727272727273 29.1515151515152 61.0909090909091 61.8787878787879 62.1212121212121 63.2424242424242 61.7878787878788 76 74.9393939393939 75.2424242424242 67.8484848484848 84.7272727272727 65.9090909090909 75.3030303030303 72.8787878787879 51.7575757575758 54.1212121212121 65.0606060606061 57.8787878787879 51.4848484848485 57.4545454545455 53.1212121212121 69.3939393939394 68.7878787878788 71.5151515151515 12.9090909090909
"3" "Aaron Doran" 67 74.1923076923077 68.1153846153846 57.9230769230769 58.6923076923077 65.1153846153846 54.2692307692308 69.0384615384615 60.1923076923077 55.6153846153846 60.4615384615385 68.6153846153846 75.5384615384615 77.5 77.6153846153846 50.3461538461538 80.7307692307692 62.8076923076923 67.3076923076923 70.9230769230769 70.0769230769231 58.0384615384615 59.1153846153846 47.2692307692308 61.8076923076923 69.3846153846154 60.5384615384615 22.0384615384615 21.1153846153846 21.3461538461538 13.5
"4" "Aaron Galindo" 69.0869565217391 70.7826086956522 57.2173913043478 26.2608695652174 69.2608695652174 64.695652173913 47.7826086956522 55.5652173913044 37.7826086956522 40.3913043478261 60.8260869565217 63.1739130434783 50.2173913043478 52.8260869565217 62.8260869565217 58.2173913043478 44.0869565217391 64.8695652173913 70.7826086956522 55.4347826086956 78.695652173913 31.304347826087 69.304347826087 61.5652173913044 35.9130434782609 53.7826086956522 41.7391304347826 70.6086956521739 70.6521739130435 68.0434782608696 10.1739130434783
"5" "Aaron Hughes" 73.24 74.68 45.08 38.84 73.04 64.76 32.08 50.6 45.48 26.36 56.84 60.16 51.12 54.08 50.76 69.4 64.16 47.08 77.84 66.48 73.8 24.28 69.68 76.84 40.08 46.48 52.96 77.6 76.04 74.6 11.92
"6" "Aaron Hunt" 77.2592592592593 80.1481481481482 73.8888888888889 72.8148148148148 65.5185185185185 78.2592592592593 77.6666666666667 78.8148148148148 77.8518518518518 68.4444444444444 65.4444444444444 78.037037037037 77.2592592592593 75.7777777777778 78.4074074074074 77.4074074074074 71.037037037037 76.4444444444444 69.1111111111111 74.8148148148148 65.8148148148148 74.4444444444444 54.4444444444444 57.8888888888889 75.4814814814815 79.962962962963 75.5925925925926 31.7037037037037 31.5185185185185 32.3333333333333 14.8518518518519
"7" "Aaron Kuhl" 60.5714285714286 76 47.5714285714286 31.5714285714286 46.5714285714286 63.5714285714286 33.5714285714286 53.5714285714286 55.5714285714286 39.5714285714286 63.5714285714286 62.5714285714286 70.2857142857143 67 60 60.5714285714286 80 52.5714285714286 71 68 59 37.5714285714286 74.5714285714286 54 43.7142857142857 60 41.5714285714286 51.5714285714286 57.1428571428571 56.5714285714286 14.5714285714286
"8" "Aaron Lennon" 79.7692307692308 82 78.0384615384615 65.9615384615385 30.4615384615385 76.2692307692308 68.3846153846154 85.1923076923077 62.0769230769231 54.3461538461538 54.0384615384615 82.8461538461538 93.4230769230769 91.5384615384615 91.9230769230769 77.6538461538462 87.2307692307692 62.9615384615385 63.5384615384615 80.4230769230769 50.4615384615385 56.5 52.4615384615385 43.4230769230769 75.3076923076923 78.4615384615385 63.4615384615385 23.2307692307692 26.1538461538462 20.8846153846154 13.1153846153846
"9" "Aaron Lennox" 48 56.8571428571429 12 15 16 23 14 15 14 18 18 22 15 26 31 45 24 26 38 18 44 12 21 19 14 15 41 15 15 12 53
"10" "Aaron Meijers" 67.0526315789474 69.4210526315789 63.8947368421053 46.0526315789474 56.8421052631579 68.9473684210526 59.2105263157895 69.7368421052632 70.8947368421053 64.3684210526316 58 71.5789473684211 74.1578947368421 74.9473684210526 68.8421052631579 68.2631578947368 74.1052631578947 65.7368421052632 65.5263157894737 76.5789473684211 65.7894736842105 60.8947368421053 72.5789473684211 63.1052631578947 62.7368421052632 64.7894736842105 54.4210526315789 62.5789473684211 64.5789473684211 61.7368421052632 14.2105263157895
"11" "Aaron Mokoena" 71.625 76 26 56.125 79.75 80.125 32 67.125 44 66.875 71.125 67.875 62.875 68.25 55 69.875 68 47 75 71.375 59.625 25 70 69.875 61.25 63.125 51.5 72.875 77 75.375 16.625
"12" "Aaron Mooy" 66.2857142857143 73.1428571428571 66.5714285714286 61.2142857142857 43.4642857142857 70.6428571428571 62.5357142857143 66.25 66.6428571428571 71.6071428571429 67.3571428571429 69.2142857142857 72.75 72.3571428571429 70.5714285714286 63.5714285714286 65.8571428571429 67.1785714285714 70.5714285714286 75.7857142857143 62.5714285714286 64.25 64.1428571428571 53.3214285714286 58.75 70.4642857142857 60.0357142857143 48.7857142857143 52.7142857142857 45.0714285714286 11.2857142857143
